source_path,base_experiment_id,sim_economy_mode,sim_market_spend_mode,sim_price_band_mode,sim_market_choice_mode,fresh_gate_pass,ml_gate_pass,actual_balanced_none,actual_balanced_v9,actual_balanced_delta,actual_power_none,actual_power_v9,actual_power_delta,predicted_balanced_none,predicted_balanced_v9,predicted_balanced_delta,predicted_power_none,predicted_power_v9,predicted_power_delta,recommendation_score
logs/sim/runtime_s4_rank_weight_v1_growth_access_seed91627_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_s4_rank_weight_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,1,1,0.4725,0.52,0.0475,0.54,0.57,0.03,0.5018,0.5397,0.0379,0.5422,0.585,0.0428,2.7514
logs/sim/run_modifier_pressure_market_probe_t108_r112_v9_v10_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,1,1,0.425,0.4583,0.0333,0.45,0.525,0.075,0.4925,0.5757,0.0832,0.5756,0.6166,0.041,2.3692
logs/sim/economy_runtime_v91_market_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.525,0.6333,0.1083,0.6333,0.6583,0.025,0.6056,0.6422,0.0365,0.6834,0.5872,-0.0963,2.3639
logs/sim/economy_catalog_normalized_reward040_price220_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.5417,0.6333,0.0917,0.6333,0.6667,0.0333,0.6056,0.6422,0.0365,0.6834,0.5872,-0.0963,2.3305
logs/sim/economy_choice_reward038_price240_catalog_flags_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_value_flags_v1,affordable_alternative_v1,1,0,0.5333,0.5917,0.0583,0.6417,0.6833,0.0417,0.5603,0.5928,0.0325,0.6615,0.6365,-0.025,2.3024
logs/sim/economy_jester_hook_price_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.5225,0.575,0.0525,0.6075,0.6125,0.005,0.5512,0.5708,0.0196,0.6508,0.6417,-0.0091,2.1135
logs/sim/economy_runtime_v91_market_v11_raw_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.575,0.575,0.0,0.65,0.7333,0.0833,0.6056,0.6422,0.0365,0.6834,0.5872,-0.0963,2.0764
logs/sim/runtime_station_pool_leveling_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,1,0,0.5,0.5125,0.0125,0.6125,0.6375,0.025,0.603,0.5539,-0.0491,0.5936,0.63,0.0365,1.8935
logs/sim/economy_runtime_v91_market_probe_raw_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.5667,0.5917,0.025,0.6583,0.6583,0.0,0.6056,0.6422,0.0365,0.6834,0.5872,-0.0963,1.868
logs/sim/run_modifier_high_stakes_market_pressure_effective_t104_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,1,0,0.4825,0.54,0.0575,0.5575,0.59,0.0325,0.5965,0.4123,-0.1842,0.4867,0.517,0.0303,1.8622
logs/sim/run_modifier_high_stakes_market_pressure_effective_t104_r800_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,1,0,0.4875,0.5413,0.0538,0.5775,0.6125,0.035,0.5965,0.4123,-0.1842,0.4867,0.517,0.0303,1.8591
logs/sim/economy_runtime_v91_long_r800_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.5587,0.57,0.0112,0.6362,0.6438,0.0075,0.6056,0.6422,0.0365,0.6834,0.5872,-0.0963,1.8105
logs/sim/run_modifier_candidate_t108_r120_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.4,0.4583,0.0583,0.5333,0.5417,0.0083,0.4129,0.452,0.0391,0.5666,0.5613,-0.0053,1.5219
logs/sim/run_modifier_high_stakes_market_pressure_direct_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,1,0,0.4175,0.4625,0.045,0.54,0.555,0.015,0.4607,0.4289,-0.0318,0.5442,0.5397,-0.0044,1.3613
logs/sim/economy_price294_v1_r20_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,none,0,1,0.65,0.6,-0.05,0.5,0.7,0.2,0.55,0.6318,0.0818,0.5505,0.6754,0.1248,0.4133
logs/sim/economy_reward034_v1_r20_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,none,0,0,0.25,0.65,0.4,0.65,0.55,-0.1,0.4618,0.6434,0.1816,0.6605,0.6289,-0.0315,0.3252
logs/sim/economy_choice_reward038_price260_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,affordable_alternative_v1,0,1,0.5083,0.6583,0.15,0.6917,0.6833,-0.0083,0.5459,0.6471,0.1012,0.6634,0.6734,0.01,0.2765
logs/sim/economy_choice_reward036_price240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,affordable_alternative_v1,0,1,0.5583,0.7083,0.15,0.6667,0.6167,-0.05,0.5346,0.6601,0.1255,0.6536,0.6543,0.0007,0.0773
logs/sim/prototype_s1_probe_v91_r240_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,1,0.9083,0.9292,0.0208,0.9292,0.925,-0.0042,0.9333,0.9377,0.0044,0.9346,0.9358,0.0013,-0.0346
logs/sim/economy_spend_combo040_240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,none,0,1,0.5,0.575,0.075,0.6417,0.6167,-0.025,0.517,0.6029,0.0859,0.6265,0.6582,0.0317,-0.2022
logs/sim/run_modifier_pressure_market_probe_t104_r112_v9_v10_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,1,0.5175,0.5125,-0.005,0.56,0.62,0.06,0.4925,0.5757,0.0832,0.5756,0.6166,0.041,-0.2629
logs/sim/run_modifier_candidate_fair_t102_r112_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,1,0.575,0.5325,-0.0425,0.5725,0.6475,0.075,0.4925,0.5757,0.0832,0.5756,0.6166,0.041,-0.3229
logs/sim/post_lane_reroll_economy_expanded_boss_confirm_limit_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_boss_expansion_confirm_limit_probe_v1,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,1,0.4975,0.56,0.0625,0.59,0.5875,-0.0025,0.5306,0.5359,0.0054,0.5939,0.6051,0.0112,-0.3868
logs/sim/ml_actual_economy_r040_p240_v1_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,1,0.5875,0.5375,-0.05,0.6625,0.75,0.0875,0.5518,0.5736,0.0218,0.6492,0.6599,0.0107,-0.4788
logs/sim/economy_spend_reward034_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,none,0,0,0.525,0.6083,0.0833,0.625,0.6083,-0.0167,0.4618,0.6434,0.1816,0.6605,0.6289,-0.0315,-0.5206
logs/sim/single_s4_growth_access_seed91623_r240_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_rank_runtime_position_probe_v1_single_s4,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,1,0.5708,0.5667,-0.0042,0.5958,0.6042,0.0083,0.5344,0.5502,0.0158,0.5939,0.6005,0.0066,-0.5886
logs/sim/ml_expanded_boss_economy_r040_p240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_boss_expansion_confirm_limit_probe_v1,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,1,0.5333,0.5167,-0.0167,0.575,0.6083,0.0333,0.5306,0.5359,0.0054,0.5939,0.6051,0.0112,-0.6252
logs/sim/ml_expanded_boss_economy_r038_p240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_boss_expansion_confirm_limit_probe_v1,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,1,0.5417,0.525,-0.0167,0.5833,0.6083,0.025,0.5306,0.5359,0.0054,0.5939,0.6051,0.0112,-0.646
logs/sim/economy_choice_reward036_price260_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,none,affordable_alternative_v1,0,0,0.575,0.6417,0.0667,0.6833,0.6667,-0.0167,0.5509,0.6579,0.107,0.6705,0.6568,-0.0137,-0.651
logs/sim/ml_sweep_s1_boss_axis_v80_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4,trace_only,none,none,none,0,0,0.8925,0.9025,0.01,0.93,0.9125,-0.0175,0.9003,0.9011,0.0008,0.9188,0.9162,-0.0026,-0.6798
logs/sim/ml_sweep_s1_red_runtime_probe_v81_r400_summary.json,base_score_curve_v2,trace_only,none,none,none,0,0,0.8925,0.9025,0.01,0.93,0.9125,-0.0175,0.9003,0.9011,0.0008,0.9188,0.9162,-0.0026,-0.6798
logs/sim/run_modifier_candidate_fair_t104_r112_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,1,0.555,0.495,-0.06,0.535,0.6375,0.1025,0.4925,0.5757,0.0832,0.5756,0.6166,0.041,-0.8391
logs/sim/post_lane_reroll_economy_current_boss_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5,0.57,0.07,0.6425,0.635,-0.0075,0.5512,0.5708,0.0196,0.6508,0.6417,-0.0091,-0.874
logs/sim/economy_catalog_normalized_reward040_price240_v1_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5833,0.6667,0.0833,0.65,0.5917,-0.0583,0.5917,0.6467,0.055,0.6651,0.6284,-0.0368,-0.9761
logs/sim/ml_sweep_s1_red_soft060_v82_r400_summary.json,base_score_curve_v2,trace_only,none,none,none,0,0,0.855,0.83,-0.025,0.865,0.83,-0.035,0.8405,0.8542,0.0138,0.8248,0.8118,-0.0131,-0.9936
logs/sim/post_lane_reroll_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5667,0.625,0.0583,0.7167,0.6667,-0.05,0.5512,0.5708,0.0196,0.6508,0.6417,-0.0091,-1.0082
logs/sim/ml_actual_economy_r040_p220_v1_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.55,0.525,-0.025,0.65,0.7125,0.0625,0.5512,0.5708,0.0196,0.6508,0.6417,-0.0091,-1.0415
logs/sim/post_lane_reroll_probe_raw_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.6,0.6417,0.0417,0.7167,0.65,-0.0667,0.5512,0.5708,0.0196,0.6508,0.6417,-0.0091,-1.1165
logs/sim/run_modifier_basic_direct_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.545,0.5675,0.0225,0.6575,0.6325,-0.025,0.5512,0.5708,0.0196,0.6508,0.6417,-0.0091,-1.1378
logs/sim/economy_jester_hook_price_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5833,0.575,-0.0083,0.6083,0.6,-0.0083,0.5512,0.5708,0.0196,0.6508,0.6417,-0.0091,-1.1832
logs/sim/runtime_s4_rank_growth_access_probe_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,gated_known_cost,reroll_slot_sell_v1,growth_access_v1,affordable_alternative_v1,0,0,0.5375,0.5125,-0.025,0.575,0.575,0.0,0.5319,0.5273,-0.0046,0.5922,0.5722,-0.02,-1.3804
logs/sim/economy_catalog_normalized_seed91460_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5833,0.5333,-0.05,0.5833,0.5583,-0.025,0.563,0.5563,-0.0067,0.6199,0.6198,-0.0001,-1.5136
logs/sim/economy_catalog_audit_v2_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_audit_v2,affordable_alternative_v1,0,0,0.5833,0.5333,-0.05,0.5833,0.5583,-0.025,0.5639,0.5454,-0.0185,0.6057,0.5833,-0.0224,-1.5819
logs/sim/run_modifier_basic_economy_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.6167,0.5083,-0.1083,0.625,0.6417,0.0167,0.6056,0.6422,0.0365,0.6834,0.5872,-0.0963,-1.7236
logs/sim/runtime_station_pool_economy_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.485,0.4825,-0.0025,0.5675,0.5675,0.0,0.603,0.5539,-0.0491,0.5936,0.63,0.0365,-1.8115
logs/sim/run_modifier_high_stakes_economy_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.3583,0.4167,0.0583,0.6167,0.55,-0.0667,0.4269,0.5292,0.1023,0.6219,0.5635,-0.0584,-1.8205
logs/sim/run_modifier_candidate_t108_r112_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.4333,0.4417,0.0083,0.5667,0.55,-0.0167,0.4137,0.4487,0.035,0.585,0.562,-0.023,-1.8469
logs/sim/run_modifier_high_stakes_market_pressure_direct_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.4083,0.425,0.0167,0.5667,0.5583,-0.0083,0.4607,0.4289,-0.0318,0.5442,0.5397,-0.0044,-1.9016
logs/sim/run_modifier_high_stakes_market_pressure_effective_t102_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,0,0.5583,0.4917,-0.0667,0.6167,0.6917,0.075,0.5965,0.4123,-0.1842,0.4867,0.517,0.0303,-2.037
logs/sim/run_modifier_high_stakes_direct_r400_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.4175,0.42,0.0025,0.5625,0.525,-0.0375,0.4607,0.4289,-0.0318,0.5442,0.5397,-0.0044,-2.0824
logs/sim/runtime_station_pool_market_availability_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.575,0.4875,-0.0875,0.625,0.6375,0.0125,0.603,0.5539,-0.0491,0.5936,0.63,0.0365,-2.094
logs/sim/run_modifier_high_stakes_market_pressure_effective_t104_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,0,0.5417,0.45,-0.0917,0.6,0.675,0.075,0.5965,0.4123,-0.1842,0.4867,0.517,0.0303,-2.1995
logs/sim/economy_price_band_soft_v1_r20_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,rarity_category_soft_v1,none,0,0,0.7,0.55,-0.15,0.75,0.65,-0.1,0.5841,0.5486,-0.0355,0.6981,0.5952,-0.1029,-2.4518
logs/sim/run_modifier_candidate_t106_r116_probe_r120_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,0.5,0.3917,-0.1083,0.6,0.55,-0.05,0.5089,0.4623,-0.0467,0.5948,0.5769,-0.0179,-2.6749
logs/sim/economy_price_band_v1_r20_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,rarity_category_v1,none,0,0,0.55,0.45,-0.1,0.75,0.5,-0.25,0.5841,0.5486,-0.0355,0.698,0.5945,-0.1035,-3.503
logs/sim/economy_runtime_v91_preflight_r1_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,1.0,1.0,0.0,1.0,0.0,-1.0,0.6056,0.6422,0.0365,0.6834,0.5872,-0.0963,-6.1195
logs/sim/run_modifier_high_stakes_market_pressure_effective_t104_r1_preflight_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,0,1.0,0.0,-1.0,0.0,0.0,0.0,0.5965,0.4123,-0.1842,0.4867,0.517,0.0303,-6.8078
